,beer_style,abv,num_ratings,beer_style_group,prepped_words,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
85,Traditional Ale,6.5,218,Other,"['edition', 'nod', 'sodel', 'lime', 'pie', 'recently', 'voted', 'best', 'pie', 'delaware', 'people', 'magazine', 'full', 'body', 'oat', 'honey', 'graham', 'cracker', 'rate', 'lbbarrel', 'lactose', 'last', 'minute', 'added', 'key', 'lime', 'mango', 'puree', 'addition', 'vanilla', 'bean', 'create', 'true', 'explosion', 'reminiscing', 'sodel', 'lime', 'pie']",1,2019,6.0,0.2519
86,Sour - Fruited Berliner Weisse,7.0,164,Sour,"['super', 'thick', 'mouthfeel', 'blueberry', 'vanilla', 'maple', 'syrup', 'cinnamon', 'milk', 'sugar']",11,2019,6.0,0.2389
87,Farmhouse Ale - Saison,5.5,1272,Farmhouse Ale,"['peppery', 'dry', 'bitter', 'classic', 'traditional', 'farmhouse', 'colour', 'spicy', 'pepper', 'citrus', 'light', 'effervescent', 'mouthfeel', 'unique', 'spicy', 'yeast', 'dominates', 'palate', 'dry', 'citrus', 'gold', 'medal', 'dublin', 'craft', 'cup', 'best', 'categoryspeciality', 'dublin', 'craft', 'cup', 'star', 'great', 'taste', 'award', 'country', 'best', 'world', 'award']",2,2017,5.0,0.2519
88,Kölsch,5.0,217,Other,"['freshing', 'hybrid', 'inspired', 'fine', 'kölsch', 'tradition', 'cologne', 'noble', 'gentle', 'carbonation', 'make', 'super', 'drinkable', 'perfect', 'want', 'wet', 'whistle']",3,2020,5.0,0.2576
89,English Mild Ale,3.8,817,Other,"['way', 'better', 'stupid', 'fish', 'movie', 'english', 'dark', 'mild', 'dark', 'dried', 'fruit', 'chocolate']",7,2017,6.0,0.2
90,Stout - Foreign / Export,6.0,36169,Stout,"['toffee', 'caramel', 'subtle', 'chocolate', 'complex', 'smooth', 'balance', 'roasted', 'sweet', 'chocolate']",12,2017,6.0,0.2407
91,Lambic - Gueuze,6.0,941,Lambic,"['gueuzeinspired', 'blended', 'spontaneous', 'michigan', 'batch', 'barreled']",4,2019,3.0,0.256
92,IPA - American,6.5,390,IPA,"['super', 'soft', 'juicy', 'double', 'dryhopped', 'azacca', 'mosaic', 'amarillo', 'bursting', 'papaya', 'guava', 'mango', 'orange', 'peel']",4,2019,1.0,0.3177
93,Stout - Imperial / Double,10.0,376,Stout,"['baltic', 'commonfolk', 'coffee', 'served', 'black', 'tan', 'bbcodainton', 'stratisfaction', 'cacao', 'cream']",3,2018,6.0,0.2593
94,Kölsch,4.9,373,Other,"['dryhopped', 'kölschstyle', 'span', 'summer', 'water', 'ipas']",8,2017,5.0,0.1984
95,Sour - Fruited,7.0,875,Sour,"['fruited', 'sour', 'collaboration', 'king', 'passion', 'fruit', 'raspberry', 'mango', 'vanilla', 'marshmallow', 'coconut', 'together', 'form', 'monster', 'many', 'head', 'keep', 'eye', 'peeled', 'even', 'combination']",1,2020,1.0,0.1957
96,Porter - Imperial / Double,12.0,974,Porter,"['crema', 'porter', 'pile', 'lactose', 'sugar', 'resting', 'small', 'format', 'rye', 'whiskey', 'bourbon', 'barrel', 'result', 'yielded', 'thick', 'rich', 'creamy', 'chocolate', 'sensation', 'blended', 'barrel', 'stainless', 'secondary', 'conditioning', 'upon', 'heap', 'fresh', 'toasted', 'coconut', 'freshly', 'scraped', 'vanilla', 'bean', 'caviar', 'blended', 'drink', 'cheese', 'loving', 'lactose', 'tolerant', 'companion']",4,2019,3.0,0.2778
97,IPA - Imperial / Double Black,14.6,1162,IPA,"['feeling', 'little', 'tense', 'tap', 'rage', 'giant', 'black', 'let', 'feel', 'better', 'morning', 'ca', 'nt', 'guarantee', 'last', 'statement', 'true']",2,2012,2.0,0.2751
98,Gluten-Free,5.0,175,Other,"['go', 'gluten', 'free', 'light', 'colour', 'dry', 'hopped', 'citra', 'mosaic', 'simcoe', 'unfined', 'say', 'gluten', 'free', 'naturally', 'gluten', 'free', 'lab', 'tested']",12,2018,1.0,0.3217
99,Pumpkin / Yam Beer,9.4,4933,Other,"['decadently', 'rich', 'porter', 'lb', 'per', 'barrel', 'local', 'pumpkin', 'friend', 'yamco', 'finished', 'pure', 'vanilla', 'extract', 'pumpkin', 'pie', 'spice', 'surely', 'get', 'fall', 'spirit', 'careful', 'rock', 'gourd', 'hard']",8,2014,6.0,0.2527
100,Pale Ale - International,4.8,177,Pale Ale,"['spring', 'gorse', 'collab', 'sue', 'waen']",3,2017,3.0,0.1818
101,Golden Ale,8.5,1410,Other,"['golden', 'natural', 'vanilla', 'cinnamon']",4,2015,6.0,0.1914
102,IPA - Session / India Session Ale,4.3,198,IPA,"['citra', 'member', 'cask', 'series', 'make', 'true', 'tiny', 'rebel', 'backed', 'citra', 'hallertau', 'blanc', 'give', 'winelike', 'think', 'sauvignon', 'nose', 'might', 'smell', 'citrus', 'lime', 'taste', 'gooseberry', 'pineapple', 'mango']",7,2019,1.0,0.2466
103,Stout - Irish Dry,6.0,1017,Stout,"['dry', 'aged', 'whole', 'papa', 'guinea', 'coffee', 'bean', 'pure', 'bean', 'roaster', 'rapid', 'city', 'sd', 'medium', 'bodied', 'persistent', 'khaki', 'head', 'fresh', 'coffee', 'cocoa', 'vanilla', 'nose', 'light', 'roasted', 'layer', 'chocolate', 'dark', 'fruit', 'coffee', 'balanced', 'pleasant', 'clean', 'dry', 'sign', 'acrid', 'lingering', 'bitterness']",1,2016,6.0,0.2452
104,Brown Ale - Belgian,8.9,319,Brown Ale,"['dark', 'chocolate', 'apple', 'ester', 'roasty']",9,2014,6.0,0.2061
105,Lager - Euro Dark,5.4,213,Lager,"['collaboration', 'reaver', 'beach', 'th', 'anniversary', 'bold', 'mariner', 'rd', 'anniversary', 'dark', 'czech', 'conditioned', 'port', 'barrelaged', 'sidamo', 'coffee', 'monstro', 'coffee', 'co', 'va', 'beach', 'va']",10,2018,3.0,0.2271
106,Mead - Traditional,13.5,453,Mead,"['sweet', 'honey', 'mead', 'huge', 'honey', 'winner', 'governers', 'cup', 'illinois', 'state', 'fair', 'double', 'gold', 'medal', 'winner']",11,2011,6.0,0.2205
107,Festbier,5.6,190,Other,"['time', 'always', 'hard', 'hard', 'bright', 'clean', 'fresh', 'balanced', 'highly', 'sessionable', 'easy', 'drinking', 'celebration', 'everything', 'love', 'feature', 'finest', 'raw', 'material', 'including', 'czech', 'yeast', 'plus', 'hefty', 'dose', 'premium', 'australian', 'favourite', 'producer', 'cheer', 'voyager', 'craft', 'product', 'australia', 'cooper', 'maltings']",6,2019,5.0,0.2517
108,Pale Ale - New Zealand,6.4,175,Pale Ale,"['hour', 'km', 'farm', 'ferry', 'kg', 'fresh', 'unprocessed', 'nelson', 'later', 'road', 'trip', 'lifetime', 'make', 'australia', 'nz', 'fresh', 'xpa', 'newstead', 'hightailed', 'middle', 'land', 'long', 'white', 'cloud', 'good', 'george', 'kg', 'motueka', 'taiheke', 'straight', 'freshly', 'cut', 'bine', 'tow', 'lad', 'good', 'george', 'tea', 'mash', 'time', 'result', 'something', 'special', 'bit', 'collaboration', 'bit', 'fresh', 'produce', 'bit', 'heartache', 'whole', 'lot', 'nz', 'gab']",1,2017,2.0,0.3377
109,IPA - Black / Cascadian Dark Ale,6.5,553,IPA,"['originally', 'gab', 'barrel', 'aged', 'rerelease', 'barrel', 'aged', 'still', 'time', 'awesome']",4,2012,3.0,0.209
110,Stout - Imperial / Double Pastry,16.5,1021,Stout,"['pittsburgh', 'bourbon', 'barrel', 'aged', 'peanut', 'butter', 'toasted', 'coconut', 'vanilla', 'caramel', 'creamy', 'peanut', 'butter', 'chocolate', 'cake', 'coconut', 'icing', 'balanced', 'oak', 'aged']",1,2020,6.0,0.3016
111,Brown Ale - Belgian,6.0,248,Brown Ale,"['bobbi', 'brune', 'smoked', 'aged', 'bourbon', 'barrel', 'madagascar', 'vanilla', 'bean']",3,2016,6.0,0.209
112,Stout - Russian Imperial,14.6,1212,Stout,"['ago', 'curt', 'set', 'biggest', 'baddest', 'ever', 'put', 'voodoo', 'tinkering', 'recipe', 'finalized', 'grain', 'bill', 'зангиеф', 'born', 'weighing', 'hefty', 'bold', 'thick', 'viscous', 'russian', 'spent', 'high', 'west', 'whiskey', 'barrel', 'boasting', 'roasted', 'coffee', 'caramel', 'vanilla', 'baker', 'chocolate', 'oak', 'bourbon']",1,2018,6.0,0.2262
113,Lager - Winter,6.1,272,Lager,"['golden', 'clover', 'honey', 'spiced', 'coriander', 'smooth', 'subtle', 'citrus']",11,2018,5.0,0.1992
114,Brown Ale - Imperial / Double,13.0,797,Brown Ale,"['dissonance', 'breakfast', 'get', 'treatment', 'locally', 'roasted', 'wholebean', 'coffee', 'saigon', 'cinnamon', 'aged', 'oak', 'bourbon', 'barrel']",12,2017,6.0,0.231
115,Stout - Milk / Sweet,8.5,6540,Stout,"['originally', 'released', 'got', 'extra', 'shot', 'chocolate', 'espresso', 'milk', 'still', 'jittery', 'joes', 'coffee', 'olive', 'sinclair', 'chocolate']",10,2016,6.0,0.2593
116,Lager - Pale,4.8,468,Lager,"['foeder', 'fermented', 'dry', 'hopped', 'tettnange']",4,2020,1.0,0.1879
117,Stout - Imperial / Double Oatmeal,13.7,15552,Stout,"['prairie', 'noir', 'whiskey', 'barrel', 'aged', 'oatmeal', 'huge', 'amount', 'oat', 'give', 'ever', 'silky', 'mouth', 'feel', 'coffee', 'chocolate', 'toasted', 'marshmallow', 'found', 'whiskey', 'carmel', 'also', 'packed']",12,2012,3.0,0.2113
118,Lager - Helles,4.6,39317,Lager,"['take', 'inspiration', 'helles', 'helles', 'produced', 'munich', 'late', 'alternative', 'typical', 'dunkelbier', 'dark', 'coloured', 'produced', 'area', 'helles', 'mean', 'lightcoloured', 'like', 'helles', 'back', 'sweet', 'malty', 'balanced', 'light', 'aromatic', 'hoppiness', 'make', 'refreshing', 'use', 'naked', 'golden', 'oat', 'make', 'naked', 'golden', 'oat', 'grown', 'without', 'husk', 'even', 'sweetness', 'extracted', 'grain']",12,2013,5.0,0.3065
119,Sour - Other,4.0,165,Sour,"['superfruity', 'kettle', 'sour', 'tropical', 'passion', 'fruit', 'citrussy']",5,2018,1.0,0.2242
120,Smoked Beer,5.5,1475,Other,"['mpooning', 'lip', 'swig', 'porker', 'mystique', 'flying', 'swine', 'stuffed', 'smoked', 'locally', 'wood', 'prizewinning', 'bacon', 'finely', 'crafted', 'local', 'collaboration', 'truly', 'unique', 'fullflavoured', 'peaty', 'bacony', 'proporktions', 'go', 'let', 'expand', 'horizon']",5,2016,6.0,0.2222
121,Kellerbier / Zwickelbier,4.2,305,Other,"['packet', 'keller', 'naturtrüb', 'crispy', 'boy', 'keller', 'instinct', 'soft', 'body', 'full', 'bready', 'fresh', 'quenching', 'moreish', 'mouthfeel', 'thirsty', 'thinking']",4,2020,5.0,0.2056
122,Wheat Beer - American Pale Wheat,5.0,195,Wheat Beer,"['collaboration', 'pal', 'rossi', 'noise', 'wheat', 'yet', 'another', 'fantastic', 'hybrid', 'folk', 'anarchy', 'well', 'done', 'folk']",10,2013,2.0,0.2519
123,Brown Ale - English,5.0,605,Brown Ale,"['nice', 'guy', 'dud', 'root', 'typical', 'english', 'full', 'biscuity', 'nuttiness', 'balanced', 'smooth', 'bitterness', 'probably', 'wondering', 'name', 'came', 'great', 'going', 'gloating', 'friend']",2,2011,4.0,0.2256
124,Porter - Coffee,5.9,171,Porter,"['fairtrade', 'arabica', 'coffee', 'heap', 'peruvian', 'cacao', 'nib', 'lactose', 'left', 'cask', 'least', 'week', 'released', 'designed', 'drunk', 'old', 'possible']",8,2018,6.0,0.224
125,Belgian Strong Golden Ale,7.2,354,Belgian,"['big', 'part', 'th', 'birthday', 'celebration', 'invited', 'exciting', 'coming', 'collaborate', 'thought', 'would', 'let', 'lovely', 'people', 'introduce', 'lost', 'grounded', 'turn', 'lost', 'grounded', 'arrived', 'bristol', 'accident', 'getting', 'lost', 'way', 'cornwall', 'ended', 'adventure', 'beermudatriangle', 'seemed', 'like', 'nice', 'place', 'stayed', 'almostbiggest', 'shed', 'whole', 'world', 'love', 'lactic', 'acid', 'tank', 'make', 'softest', 'nicest', 'beautiful', 'thing', 'ever', 'taste', 'think', 'warm', 'hug', 'sip', 'perfect', 'look', 'forward', 'trying', 'party', 'come', 'say', 'hi', 'legendary', 'lemoniced', 'bun', 'party', 'friend', 'beavertown', 'world', 'never', 'seen', 'anywhere', 'true', 'exclusive', 'taste', 'saturday', 'get', 'high', 'supply']",2,2017,2.0,0.4303
126,Stout - Imperial / Double White,12.75,201,Stout,"['barrelaged', 'berry', 'chocolate', 'blonde', 'blonde', 'aged', 'barbados', 'rum', 'rye', 'whisky', 'barrel', 'finished', 'elderberry', 'blueberry', 'xoco', 'chocolate']",11,2018,3.0,0.2391
127,Rauchbier,13.5,154,Other,"['raspberry', 'rauchbier', 'aged', 'rum', 'barrel']",9,2016,3.0,0.2061
128,Cider - Other Fruit,4.0,535,Cider,"['draught', 'cider', 'magical', 'colour', 'thanks', 'perfect', 'combination', 'apple', 'blackberry', 'taste', 'even', 'better', 'look', 'taste', 'hit', 'taste', 'bud', 'instantly', 'conjure', 'image', 'enchanting', 'autumn', 'evening']",4,2011,5.0,0.2013
129,IPA - Imperial / Double New England,8.1,1106,IPA,"['double', 'dry', 'hopped', 'ddh', 'double', 'w', 'galaxy', 'nelson', 'sauvin', 'citra', 'took', 'foggier', 'window', 'switched', 'ratio', 'galaxy', 'citra']",1,2020,1.0,0.3128
130,Rye Beer,4.5,575,Other,"['dryhopped', 'session', 'rye']",8,2015,1.0,0.1866
131,Barleywine - Other,13.8,302,Barleywine,"['collaboration', 'skookum', 'aged', 'barleywine', 'willet', 'rye', 'willet', 'bourbon', 'barrel', 'blended', 'together', 'rich', 'delicious', 'explosion', 'toffee', 'vanilla', 'wood']",11,2019,3.0,0.2492
132,Pilsner - German,5.2,189,Pilsner,"['green', 'tea', 'leaf', 'forest', 'floor', 'honey', 'raspberry', 'jelly', 'verdant', 'pillowy', 'pils', 'fifth', 'anniversary', 'dryhopped', 'pilsner']",1,2020,5.0,0.2066
133,IPA - American,9.9,240,IPA,"['red', 'aggressively', 'hopped', 'chinook', 'nugget', 'cascade', 'perle', 'zythos', 'summit', 'el', 'dorado', 'mandarina', 'centennial']",12,2014,1.0,0.2804
134,Cider - Sweet,6.5,2583,Cider,"['inspired', 'famous', 'handdipped', 'cider', 'mill', 'caramel', 'apple', 'dessertlike', 'hard', 'cider', 'sharp', 'green', 'apple', 'balanced', 'smooth', 'caramel', 'sweetness']",9,2014,3.0,0.2222
135,Shandy / Radler,3.2,370,Other,"['brewdog', 'collabfest']",10,2018,2.0,0.1987
136,Hefeweizen,5.2,1645,Other,"['malted', 'wheat', 'bavarian', 'wheat', 'bursting', 'banana', 'clove', 'finished', 'traditional', 'unfiltered', 'malty', 'body', 'complemented', 'lightly', 'hopped', 'great', 'accompaniment', 'sweet', 'savoury', 'food', 'perfect', 'fruity', 'refreshment', 'sunny', 'afternoon']",5,2017,5.0,0.3037
137,IPA - American,6.0,393,IPA,"['profess', 'love', 'simcoe', 'pretty', 'regularly', 'polly', 'hq', 'despite', 'around', 'block', 'time', 'reason', 'varietal', 'remains', 'popular', 'bringing', 'seriously', 'punchy', 'fruit', 'table', 'found', 'getting', 'shedload', 'loral', 'part', 'contract', 'sense', 'pair', 'super', 'high', 'pineapple', 'sweetness', 'newtothebrewery', 'varietal', 'inhouse', 'favourite', 'result', 'high', 'juice', 'characteristic', 'become', 'accustomed', 'backed', 'enough', 'complexity', 'maintain', 'maximum', 'drinkability']",8,2020,1.0,0.2802
138,Stout - Imperial / Double Oatmeal,10.0,2074,Stout,"['oatmeal', 'italian', 'tiramisu', 'coffee', 'dark', 'chocolate', 'toasted', 'coconut']",3,2016,6.0,0.2797
139,Stout - Imperial / Double,13.9,808,Stout,"['aged', 'bourbon', 'barrel', 'infused', 'pecan', 'cacao', 'nib', 'coconut', 'heard', 'ya', 'gave', 'crowd', 'favorite', 'barrel', 'treatment']",3,2019,6.0,0.2154
140,Stout - English,7.1,152,Stout,"['need', 'time', 'andor', 'adult', 'time', 'nothing', 'better', 'bubble', 'bath', 'book', 'club', 'better', 'yet', 'time', 'bubblebath', 'bookclub', 'finest', 'accompaniment', 'activity', 'luscious', 'sweet', 'ripe', 'decadent', 'fancy', 'chocolate', 'pinot', 'noir', 'soak', 'earned']",11,2019,2.0,0.2447
141,Pilsner - German,5.0,346,Pilsner,"['germaninspired', 'favorite']",7,2020,4.0,0.1795
142,Pale Ale - Milkshake,4.5,188,Pale Ale,"['jam', 'roly', 'poly', 'custard', 'al']",10,2020,3.0,0.2061
143,Stout - Imperial / Double,13.7,9660,Stout,"['goose', 'island', 'love', 'experimenting', 'almost', 'much', 'love', 'drinking', 'unique', 'bourbon', 'county', 'brand', 'aged', 'rye', 'whiskey', 'barrel', 'load', 'whole', 'michigan', 'cherry', 'massive', 'proud', 'finally', 'let', 'share', 'friend', 'home', 'sip', 'agree', 'real', 'stone']",4,2012,2.0,0.2482
144,Porter - Coffee,5.2,16069,Porter,"['collaboration', 'north', 'star', 'coffee', 'roaster', 'smooth', 'creamy', 'rich', 'let', 'guide', 'northern', 'star', 'mocha', 'porter', 'take', 'timeless', 'combination', 'coffee', 'dark', 'whole', 'level', 'collaboration', 'leeds', 'local', 'master', 'coffee', 'roaster', 'north', 'star', 'specialty', 'ground', 'coffee', 'bean', 'providing', 'yinyang', 'harmony', 'roast', 'bitterness', 'dulcet', 'hazelnut', 'top', 'dark', 'chocolate', 'rounded', 'richness', 'natural', 'milk', 'sugar', 'smooth', 'creamy', 'mouthfeel', 'result', 'robust', 'yet', 'delicate', 'cold', 'crave', 'moment', 'wake']",10,2014,6.0,0.3492
145,IPA - Brut,7.1,1888,IPA,"['brut', 'hopped', 'ekuanot', 'mosaic', 'simcoe', 'designed', 'mimic', 'experience', 'fine', 'champagne', 'ferment', 'bone', 'dry', 'carbonate', 'higher', 'level', 'create', 'effervescent', 'aromatic', 'summer', 'strawberry', 'blueberry', 'forest', 'pine', 'refreshing', 'crispness']",8,2018,1.0,0.2266
146,Scotch Ale / Wee Heavy,8.3,273,Other,"['imited', 'release', 'celebrate', 'mountain', 'goat', 'th', 'anniversary', 'rich', 'malty', 'strong', 'caramel', 'toffee', 'subtle', 'spicy']",9,2012,2.0,0.1958
147,California Common,5.7,976,Other,"['celebrating', 'bremertonbrewed', 'punk', 'rawk', 'secret', 'weapon', 'commemorates', 'anniversary', 'milestone', 'renowned', 'punk', 'band', 'mxpx', 'leftcoast', 'common', 'incorporates', 'yeast', 'seven', 'different', 'clean', 'kick', 'secret', 'weapon', 'refreshing', 'blast', 'keep', 'rocking', 'night', 'show']",1,2017,2.0,0.2281
148,Scotch Ale / Wee Heavy,4.2,1222,Other,"['chestnut', 'coloured', 'wellrounded', 'malty', 'rich', 'dried', 'fruit']",11,2010,4.0,0.2359
149,Winter Ale,8.3,1096,Other,"['special', 'batch', 'cant', 'good', 'entire', 'half', 'way', 'cheer']",1,2017,2.0,0.2183
150,California Common,4.5,12148,Other,"['australia', 'certified', 'organic', 'steam', 'average', 'craft', 'inspired', 'traditional', 'steam', 'warm', 'temperature', 'turned', 'technique', 'head', 'cool', 'temperature', 'landed', 'result', 'steam', 'exactly', 'original', 'steam', 'set', 'achieve', 'crisp', 'refreshing', 'compromise']",12,2010,2.0,0.2705
151,IPA - Imperial / Double,8.5,2534,IPA,"['savagely', 'bitter', 'exceptionally', 'dry', 'born', 'die', 'born', 'die', 'predetermined', 'day', 'proudly', 'display', 'shortlived', 'life', 'span', 'better', 'time', 'drink', 'moment', 'get', 'paw', 'incredibly', 'ambitious', 'satisfying', 'small', 'batch', 'awesome', 'bitterness', 'backed', 'unrelenting', 'resin', 'citrus', 'juicy', 'fruit', 'born', 'die', 'eulogy', 'sacrificed', 'creation']",9,2016,2.0,0.3614
152,Lager - IPL (India Pale Lager),8.5,23475,Lager,"['kiwi', 'rising', 'double', 'hoppy', 'dryhopped', 'four', 'pound', 'zealand', 'per', 'barrel', 'expect', 'intense', 'white', 'grape', 'ripe', 'melon', 'bright', 'citrus', 'way', 'nelson', 'sauvin', 'waimea', 'motueka', 'might', 'taste', 'like', 'fresh', 'juicy', 'kiwifruit', 'nt', 'actually', 'contain']",11,2011,1.0,0.3067
153,Porter - Coffee,7.0,165,Porter,"['magic', 'coffee', 'world', 'perfect', 'coffee', 'milk', 'tried', 'emulate', 'using', 'shot', 'espresso', 'pal', 'commonfolk', 'coffee', 'roaster', 'result', 'rich', 'decadent', 'coffee', 'lover', 'porter']",3,2018,6.0,0.3237
154,Gluten-Free,4.2,1225,Other,"['using', 'combination', 'best', 'planet', 'create', 'full', 'incredible']",8,2016,4.0,0.1859
155,Pale Ale - New England,5.5,800,Pale Ale,"['big', 'double', 'dryhopped', 'polly', 'big', 'thick', 'mouthfeel', 'intensity', 'dipas', 'meet', 'sessionable', 'strength', 'yearn', 'fall', 'absolutely', 'enormous', 'bill', 'citra', 'el', 'dorado', 'comet', 'sabro', 'combine', 'brings', 'swag', 'bag', 'juicy', 'citrus', 'along', 'super', 'soft', 'melon', 'el', 'dorado', 'rounded', 'sweet', 'tropical', 'explosion', 'everybody', 'hype', 'sabro']",10,2020,1.0,0.4507
156,IPA - Sour,10.27,467,IPA,"['sour', 'triple', 'lime', 'dragon', 'fruit', 'watermelon', 'extra', 'dragonfruit', 'marshmallow', 'citra', 'motueka', 'sour', 'watermelon', 'candy', 'accent', 'pithy', 'lime', 'melon', 'rind', 'lemon', 'juice', 'marshmallow', 'fluff', 'vanilla', 'cake', 'firm', 'citric', 'tartness', 'mediumfull', 'bodied', 'creamy', 'mouthfeel', 'dangerous']",8,2019,1.0,0.2584
157,Grätzer / Grodziskie,5.5,531,Other,"['oak', 'smoked', 'wheat', 'noble', 'touch', 'tartness', 'originally', 'poland', 'almost', 'extinct', 'bacon']",4,2014,5.0,0.1963
158,Kombucha,0.5,241,Other,"['step', 'aside', 'ginger', 'town', 'crisp', 'complex', 'gingerade', 'serf', 'spicy', 'pairing', 'organic', 'raw', 'kombucha', 'fresh', 'pressed', 'ginger', 'robust', 'palate', 'pleaser', 'authentically', 'crafted', 'keep', 'system', 'strong', 'allday', 'long']",7,2018,5.0,0.2447
159,Pale Ale - English,4.7,163,Pale Ale,"['ychee', 'oat', 'oat', 'wheat', 'addition', 'lychee', 'copper', 'fermentation', 'complimented', 'equinox', 'citra', 'low', 'bitterness', 'bag', 'fruit']",6,2017,1.0,0.2684
160,Porter - Other,6.5,757,Porter,"['porter', 'generous', 'addition', 'chocolate', 'roasted', 'cacao', 'nib', 'hazelnut', 'limited', 'release', 'offer', 'dark', 'chocolate', 'hazelnut', 'liqueur', 'originally', 'gab']",9,2018,6.0,0.2869
161,Belgian Tripel,11.5,1079,Belgian,"['belgian', 'tripel', 'aged', 'bourbon', 'barrel', 'maker', 'mark']",6,2014,3.0,0.2164
162,Cream Ale,5.8,1165,Other,"['summer', 'twist', 'cream', 'fruity', 'bright', 'acidity', 'created', 'adding', 'pound', 'local', 'organic', 'strawberry', 'jr', 'organic', 'flaked', 'corn', 'organic', 'madagascar', 'vanilla', 'bean', 'create', 'sweet', 'creamy', 'backbone', 'showcase', 'fruit', 'clean', 'refreshing', 'ready', 'summer']",5,2016,5.0,0.2069
