beer_style,abv,num_ratings,beer_style_group,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
Hefeweizen,6.5,632,Other,4,2015,1.0,0.1914
Fruit Beer,5.8,222,Other,6,2019,2.0,0.1952
IPA - New England,6.5,523,IPA,11,2019,2.0,0.2484
Stout - Coffee,8.9,2171,Stout,7,2019,6.0,0.2201
Hefeweizen,5.1,163,Other,10,2011,5.0,0.2434
Farmhouse Ale - Sahti,7.5,324,Farmhouse Ale,6,2016,5.0,0.3641
Red Ale - American Amber / Red,6.5,213,Red Ale,5,2015,2.0,0.2273
Sour - Berliner Weisse,4.5,156,Sour,12,2018,5.0,0.292
Porter - Imperial / Double Baltic,13.5,2290,Porter,10,2019,3.0,0.2667
Pale Ale - American,5.5,1515,Pale Ale,12,2018,1.0,0.3559
Sour - Fruited,4.4,684,Sour,5,2019,6.0,0.2056
Fruit Beer,4.5,491,Other,4,2019,1.0,0.1728
Rye Beer,9.0,477,Other,7,2016,3.0,0.2312
IPA - Red,6.5,281,IPA,6,2020,1.0,0.1971
Barleywine - American,15.4,342,Barleywine,1,2019,2.0,0.2024
Stout - Imperial / Double,9.5,718,Stout,6,2016,3.0,0.2431
Sour - Fruited Gose,4.5,711,Sour,9,2020,1.0,0.2954
Non-Alcoholic Beer,0.5,192,Other,6,2019,1.0,0.2284
IPA - Black / Cascadian Dark Ale,8.0,533,IPA,12,2017,6.0,0.2101
IPA - Black / Cascadian Dark Ale,7.5,2901,IPA,6,2013,2.0,0.345
Brown Ale - English,3.9,165,Brown Ale,2,2017,6.0,0.1731
Rauchbier,6.5,174,Other,1,2020,4.0,0.1845
IPA - Imperial / Double,8.5,2652,IPA,3,2019,2.0,0.2203
IPA - Imperial / Double New England,8.0,3364,IPA,5,2020,1.0,0.2982
Grätzer / Grodziskie,4.9,173,Other,8,2017,2.0,0.2133
Porter - Other,5.9,272,Porter,8,2018,6.0,0.2645
IPA - Black / Cascadian Dark Ale,5.5,590,IPA,11,2014,4.0,0.1988
Sour - Fruited Berliner Weisse,4.0,4667,Sour,1,2016,1.0,0.2287
Sour - Flanders Red Ale,7.5,187,Sour,3,2017,3.0,0.3077
IPA - Sour,5.75,1689,IPA,8,2019,3.0,0.2051
Pilsner - Other,4.4,1366,Pilsner,9,2014,1.0,0.1914
Stout - Foreign / Export,7.0,1969,Stout,11,2017,6.0,0.257
IPA - Session / India Session Ale,4.0,394,IPA,4,2019,5.0,0.2007
Farmhouse Ale - Saison,9.0,2973,Farmhouse Ale,1,2015,3.0,0.1922
Stout - Oatmeal,4.5,1274,Stout,9,2011,1.0,0.2
IPA - Imperial / Double New England,9.3,65420,IPA,4,2017,4.0,0.2239
Pilsner - German,5.0,4637,Pilsner,8,2016,5.0,0.1987
IPA - Imperial / Double Black,10.0,411,IPA,4,2019,2.0,0.1872
Pale Ale - International,4.2,373,Pale Ale,3,2017,2.0,0.1987
Wheat Beer - Witbier,6.1,1169,Wheat Beer,7,2017,5.0,0.2265
IPA - American,7.0,216,IPA,2,2020,1.0,0.2284
Stout - Imperial / Double,9.0,850,Stout,9,2018,6.0,0.2563
Red Ale - Irish,8.76,778,Red Ale,3,2016,4.0,0.2474
Gruit / Ancient Herbed Ale,6.0,865,Other,1,2015,3.0,0.1897
Cider - Other Fruit,4.0,238,Cider,5,2017,6.0,0.1782
Brown Ale - English,6.2,608,Brown Ale,3,2013,6.0,0.1921
Lager - Munich Dunkel,5.0,1087,Lager,4,2011,6.0,0.2031
Belgian Strong Dark Ale,7.5,162,Belgian,4,2017,4.0,0.1869
Smoked Beer,9.5,3169,Other,1,2013,2.0,0.2654
Sour - Other,4.8,1583,Sour,9,2017,2.0,0.2083
Lager - American,6.5,7163,Lager,12,2016,6.0,0.1846
Mead - Metheglin,14.0,235,Mead,3,2019,6.0,0.2565
Stout - Pastry,6.4,348,Stout,4,2019,6.0,0.2761
Sour - Fruited Gose,8.0,433,Sour,6,2019,2.0,0.2283
Malt Liquor ,8.3,232,Other,10,2010,5.0,0.2241
IPA - White,6.5,4318,IPA,8,2014,5.0,0.2246
Pale Ale - International,5.3,264,Pale Ale,1,2019,1.0,0.2619
Pale Ale - English,5.3,299,Pale Ale,2,2017,5.0,0.1913
Scotch Ale / Wee Heavy,10.8,2022,Other,4,2011,3.0,0.2099
Cider - Other Fruit,5.0,4162,Cider,7,2019,3.0,0.21
Lager - American Amber / Red,6.0,307,Lager,12,2017,1.0,0.2276
Dark Ale,4.3,745,Other,6,2019,6.0,0.2684
English Mild Ale,3.9,572,Other,11,2019,4.0,0.2153
Cider - Traditional,5.0,281,Cider,3,2012,5.0,0.1935
IPA - New England,7.2,151,IPA,7,2020,1.0,0.3393
Lager - Red,5.4,173,Lager,9,2017,2.0,0.2238
Sour - Fruited,3.5,1430,Sour,10,2019,5.0,0.3729
IPA - American,6.5,2679,IPA,5,2018,1.0,0.2366
Lichtenhainer,4.0,810,Other,4,2013,3.0,0.2846
IPA - International,7.5,734,IPA,12,2018,1.0,0.1795
Table Beer,2.7,253,Other,12,2015,5.0,0.2186
Scottish Ale,4.2,467,Other,7,2012,5.0,0.2116
Stout - Coffee,5.0,313,Stout,11,2019,6.0,0.2822
Brown Ale - Belgian,9.2,230,Brown Ale,12,2015,3.0,0.2751
Bock - Doppelbock,10.3,1281,Bock,11,2017,3.0,0.2189
Specialty Grain,5.8,175,Other,8,2015,4.0,0.3185
Lager - American,5.8,945,Lager,5,2019,5.0,0.1973
Stout - Imperial / Double Milk,10.0,1287,Stout,1,2020,2.0,0.2794
Old Ale,13.8,475,Other,1,2019,3.0,0.23
Cider - Perry,5.0,203,Cider,12,2011,3.0,0.2051
Belgian Blonde,7.8,159,Belgian,1,2017,5.0,0.183
Lager - American Light,4.5,923,Lager,2,2019,1.0,0.2503
Stout - Imperial / Double,11.2,7715,Stout,11,2012,6.0,0.2593
Grape Ale - Other,10.3,150,Other,11,2018,3.0,0.2889
Stout - Imperial / Double,15.0,4352,Stout,7,2014,3.0,0.2048
Stout - Coffee,6.5,1371,Stout,1,2015,6.0,0.2593
IPA - Brut,7.0,311,IPA,2,2019,4.0,0.2106
Sour - Other,5.1,859,Sour,3,2015,5.0,0.2521
Lager - Dark,11.5,364,Lager,6,2014,4.0,0.251
IPA - Milkshake,6.0,1099,IPA,6,2019,6.0,0.2202
Stout - Pastry,8.0,3280,Stout,6,2020,6.0,0.2284
Sour - Fruited,4.6,316,Sour,10,2019,3.0,0.216
IPA - White,6.66,193,IPA,1,2019,1.0,0.1913
Wheat Beer - Other,5.8,348,Wheat Beer,9,2020,3.0,0.1876
Rye Beer,13.2,4511,Other,2,2020,6.0,0.2342
Rauchbier,6.0,1022,Other,6,2014,6.0,0.265
Lager - Pale,5.8,624,Lager,3,2019,1.0,0.2024
IPA - Session / India Session Ale,4.8,5196,IPA,3,2017,1.0,0.3693
English Mild Ale,3.8,259,Other,4,2013,6.0,0.2088
Blonde Ale,4.9,917,Other,1,2015,1.0,0.2315
Roggenbier,6.0,586,Other,2,2016,5.0,0.2687
Wheat Beer - Witbier,4.0,566,Wheat Beer,1,2018,5.0,0.272
IPA - International,4.5,560,IPA,6,2019,1.0,0.2354
Pumpkin / Yam Beer,5.5,521,Other,10,2013,5.0,0.2069
Mead - Metheglin,14.0,2632,Mead,6,2013,4.0,0.25
Pale Ale - American,5.5,3671,Pale Ale,12,2020,1.0,0.2141
Stout - Irish Dry,5.3,262,Stout,9,2017,1.0,0.1795
Brown Ale - English,3.7,168,Brown Ale,3,2016,5.0,0.2373
Old Ale,5.3,346,Other,12,2014,4.0,0.2736
Old Ale,4.5,207,Other,4,2012,6.0,0.2203
Red Ale - Irish,5.0,6806,Red Ale,1,2012,3.0,0.1897
Stout - Imperial / Double Pastry,9.0,1790,Stout,8,2020,6.0,0.2684
Stout - American Imperial / Double,15.1,676,Stout,5,2012,6.0,0.235
Bock - Hell / Maibock / Lentebock,7.0,256,Bock,4,2018,6.0,0.2114
Pale Ale - American,5.4,193,Pale Ale,7,2020,1.0,0.2816
Sour - Gose,5.8,615,Sour,10,2018,6.0,0.2561
Farmhouse Ale - Saison,5.8,192,Farmhouse Ale,2,2016,3.0,0.1988
Lager - Dortmunder / Export,6.3,212,Lager,8,2019,2.0,0.2955
IPA - International,7.5,523,IPA,4,2019,1.0,0.271
Stout - English,4.5,2280,Stout,4,2014,6.0,0.1765
Pilsner - German,4.8,211,Pilsner,8,2018,1.0,0.2581
IPA - Imperial / Double,8.8,1489,IPA,5,2016,1.0,0.2389
English Mild Ale,4.3,277,Other,1,2018,6.0,0.2138
Wheat Beer - American Pale Wheat,6.7,12760,Wheat Beer,9,2014,1.0,0.2972
Belgian Blonde,6.5,1106,Belgian,7,2015,2.0,0.1925
Brown Ale - Belgian,6.2,222,Brown Ale,2,2018,3.0,0.3661
Winter Ale,5.0,383,Other,11,2011,4.0,0.1795
Sour - Fruited Berliner Weisse,7.0,1924,Sour,7,2020,3.0,0.2361
Stout - Oyster,11.0,592,Stout,8,2019,3.0,0.195
Specialty Grain,7.4,340,Other,11,2014,6.0,0.2641
Farmhouse Ale - Saison,6.3,1171,Farmhouse Ale,1,2019,1.0,0.1795
Lager - American Amber / Red,8.0,451,Lager,8,2018,6.0,0.2138
Stout - Other,8.2,570,Stout,7,2017,3.0,0.2099
IPA - Rye,6.5,338,IPA,4,2017,1.0,0.2099
Cider - Rosé,4.7,276,Cider,4,2017,5.0,0.1921
IPA - Black / Cascadian Dark Ale,6.3,237,IPA,10,2016,6.0,0.183
Brown Ale - Other,4.5,353,Brown Ale,1,2019,4.0,0.2115
Bock - Hell / Maibock / Lentebock,8.8,13104,Bock,8,2017,2.0,0.2022
Stout - Other,4.6,331,Stout,11,2015,4.0,0.2413
Winter Ale,5.0,546,Other,1,2011,5.0,0.2061
Stout - Other,6.0,1191,Stout,10,2017,6.0,0.2348
Sour - Fruited Gose,7.0,1212,Sour,8,2019,6.0,0.2222
Belgian Quadrupel,9.7,438,Belgian,8,2016,3.0,0.2202
Pale Ale - Milkshake,5.1,176,Pale Ale,6,2019,6.0,0.2241
Farmhouse Ale - Other,5.0,397,Farmhouse Ale,9,2019,3.0,0.3415
Strong Ale - Other,10.1,185,Strong Ale,12,2012,5.0,0.2803
IPA - Session / India Session Ale,7.1,230,IPA,2,2017,5.0,0.1866
IPA - Triple,10.9,1216,IPA,6,2019,1.0,0.2683
Strong Ale - English,11.2,415,Strong Ale,11,2015,3.0,0.2599
Brown Ale - American,7.0,172,Brown Ale,10,2011,2.0,0.2589
IPA - Brut,6.2,982,IPA,9,2018,1.0,0.2164
IPA - Sour,8.0,1867,IPA,6,2019,1.0,0.2825
Wheat Beer - Other,4.5,5018,Wheat Beer,4,2017,4.0,0.2746
Lager - Dark,4.8,1682,Lager,7,2017,6.0,0.2813
Stout - Other,12.0,1086,Stout,5,2019,6.0,0.2522
Sour - Berliner Weisse,3.6,293,Sour,1,2017,5.0,0.2154
Porter - Coffee,6.2,464,Porter,1,2018,6.0,0.3179
Stout - Imperial / Double Milk,10.5,3356,Stout,4,2018,6.0,0.2318
Dark Ale,8.2,470,Other,10,2019,6.0,0.251
Pilsner - Czech,5.1,203,Pilsner,5,2020,5.0,0.246
IPA - Rye,7.5,2962,IPA,12,2015,2.0,0.3234
IPA - International,6.9,315,IPA,7,2019,1.0,0.202
Belgian Tripel,9.0,9904,Belgian,10,2011,2.0,0.3325
Winter Ale,11.0,251,Other,2,2019,2.0,0.2126
Belgian Dubbel,10.0,542,Belgian,7,2017,3.0,0.309
Belgian Dubbel,7.2,227,Belgian,10,2015,6.0,0.2937
Belgian Quadrupel,11.5,232,Belgian,2,2019,3.0,0.2299
Wheat Beer - Wheat Wine,14.1,924,Wheat Beer,2,2018,3.0,0.1889
Pale Ale - English,4.2,251,Pale Ale,6,2019,1.0,0.2071
Wheat Beer - Witbier,4.5,750,Wheat Beer,5,2017,5.0,0.2333
Lambic - Gueuze,6.6,210,Lambic,5,2019,3.0,0.2078
Hefeweizen,4.8,150,Other,4,2011,5.0,0.2716
Extra Special / Strong Bitter,6.0,346,Other,4,2017,4.0,0.2609
Lager - Helles,4.3,212,Lager,9,2019,5.0,0.183
Stout - Russian Imperial,9.6,192,Stout,7,2020,6.0,0.2155
Scotch Ale / Wee Heavy,5.6,209,Other,2,2019,3.0,0.2022
Belgian Strong Dark Ale,11.0,921,Belgian,2,2017,6.0,0.2453
Red Ale - American Amber / Red,4.9,356,Red Ale,3,2013,5.0,0.195
California Common,5.2,188,Other,5,2015,5.0,0.2174
Pale Ale - New England,5.6,1028,Pale Ale,6,2020,1.0,0.4231
Rauchbier,5.1,1105,Other,8,2019,6.0,0.183
IPA - Imperial / Double,8.6,20999,IPA,11,2014,1.0,0.2581
Cider - Dry,7.8,413,Cider,6,2019,3.0,0.2464
Pale Ale - American,4.2,701,Pale Ale,9,2019,1.0,0.2511
Mead - Pyment,14.0,689,Mead,6,2016,3.0,0.2451
Golden Ale,5.5,201,Other,9,2017,2.0,0.1997
Lager - Amber,5.7,188,Lager,8,2018,4.0,0.2222
Cider - Dry,6.9,327,Cider,7,2018,2.0,0.3423
Golden Ale,6.5,683,Other,1,2019,6.0,0.2205
Sour - Fruited,7.2,181,Sour,1,2019,3.0,0.1948
Red Ale - Other,3.9,225,Red Ale,3,2016,4.0,0.2236
Stout - Pastry,6.0,737,Stout,4,2019,6.0,0.2185
Cider - Ice / Applewine,4.6,289,Cider,8,2011,3.0,0.183
IPA - Black / Cascadian Dark Ale,5.5,661,IPA,10,2017,1.0,0.2083
Belgian Strong Dark Ale,11.0,6084,Belgian,10,2011,3.0,0.2284
Stout - Imperial / Double Pastry,10.0,1357,Stout,11,2019,6.0,0.2934
Stout - Imperial / Double Coffee,13.0,2424,Stout,2,2019,6.0,0.2061
Farmhouse Ale - Saison,5.0,293,Farmhouse Ale,3,2018,3.0,0.3008
Lager - Red,4.9,305,Lager,1,2019,5.0,0.2276
IPA - Black / Cascadian Dark Ale,7.5,1585,IPA,1,2016,1.0,0.2258
Stout - Imperial / Double,11.2,524,Stout,10,2019,3.0,0.2222
Lager - Dark,5.8,158,Lager,6,2020,6.0,0.2138
Extra Special / Strong Bitter,5.5,888,Other,4,2011,2.0,0.2756
Belgian Dubbel,7.0,444,Belgian,2,2015,5.0,0.2492
IPA - Sour,8.5,316,IPA,8,2020,1.0,0.2367
Lager - Euro Pale,5.2,256,Lager,5,2013,5.0,0.2678
Pilsner - Imperial / Double,7.5,928,Pilsner,3,2011,3.0,0.1858
Sour - Fruited Berliner Weisse,3.8,173,Sour,7,2018,2.0,0.2239
Roggenbier,4.7,593,Other,6,2017,5.0,0.1966
Shandy / Radler,4.0,1204,Other,11,2012,5.0,0.2821
Lager - Vienna,5.0,191,Lager,2,2017,5.0,0.2537
Belgian Tripel,7.5,311,Belgian,1,2019,3.0,0.2427
IPA - International,6.0,3322,IPA,4,2020,1.0,0.2394
Scotch Ale / Wee Heavy,4.7,217,Other,12,2016,4.0,0.218
Stout - Other,4.0,374,Stout,1,2015,4.0,0.2262
Stout - Imperial / Double,13.6,9750,Stout,6,2017,3.0,0.2763
IPA - Brut,6.5,705,IPA,7,2018,1.0,0.234
Smoked Beer,5.0,3126,Other,12,2012,6.0,0.224
IPA - American,6.7,4441,IPA,6,2017,4.0,0.2979
Hefeweizen,5.3,376,Other,8,2012,5.0,0.3246
Hefeweizen,5.7,205,Other,9,2015,5.0,0.2564
Stout - Imperial / Double,12.8,1633,Stout,4,2013,3.0,0.2138
Shandy / Radler,2.8,164,Other,3,2019,4.0,0.2688
Mead - Braggot,13.0,207,Mead,9,2019,3.0,0.2786
Sour - Fruited,5.5,156,Sour,2,2019,3.0,0.2354
Hefeweizen,6.3,162,Other,1,2015,2.0,0.2204
IPA - Imperial / Double,9.4,501,IPA,11,2016,2.0,0.242
Mead - Acerglyn / Maple Wine,14.0,330,Mead,7,2019,6.0,0.2381
Sour - Flanders Oud Bruin,9.8,236,Sour,2,2018,3.0,0.4482
IPA - New England,6.5,2084,IPA,7,2018,2.0,0.2035
Blonde Ale,4.1,499,Other,12,2014,5.0,0.2242
Extra Special / Strong Bitter,5.0,358,Other,9,2016,5.0,0.2402
IPA - Imperial / Double,8.5,379,IPA,4,2020,2.0,0.2778
Porter - Baltic,8.0,194,Porter,2,2016,4.0,0.1743
Sour - Flanders Oud Bruin,7.15,545,Sour,12,2010,3.0,0.3415
Farmhouse Ale - Saison,7.0,1440,Farmhouse Ale,9,2014,3.0,0.2817
Lager - Dark,4.0,157,Lager,4,2012,4.0,0.2056
IPA - Rye,6.5,411,IPA,12,2019,4.0,0.1966
IPA - Black / Cascadian Dark Ale,6.2,477,IPA,4,2020,1.0,0.2507
IPA - American,6.8,67494,IPA,12,2015,1.0,0.275
Brown Ale - Imperial / Double,12.6,2944,Brown Ale,7,2018,3.0,0.2268
Hard Seltzer,5.5,205,Other,5,2020,1.0,0.3035
Sour - Berliner Weisse,4.1,228,Sour,5,2019,2.0,0.2641
Lager - Vienna,4.1,349,Lager,6,2015,5.0,0.2034
Kölsch,6.0,1584,Other,8,2019,1.0,0.3569
Kellerbier / Zwickelbier,5.3,281,Other,6,2018,5.0,0.2851
Belgian Dubbel,6.5,1659,Belgian,3,2013,5.0,0.2723
Brown Ale - American,6.6,343,Brown Ale,7,2012,4.0,0.2114
Lambic - Kriek,5.5,1356,Lambic,10,2014,3.0,0.2381
Schwarzbier,6.9,276,Other,4,2015,6.0,0.267
Brown Ale - Other,5.8,237,Brown Ale,5,2018,6.0,0.2143
Cider - Traditional,4.8,289,Cider,12,2015,5.0,0.2355
Table Beer,3.5,244,Other,1,2019,1.0,0.2726
Stout - Imperial / Double Oatmeal,13.9,429,Stout,7,2019,3.0,0.2778
IPA - International,6.2,297,IPA,2,2017,4.0,0.1786
Extra Special / Strong Bitter,5.6,685,Other,1,2018,3.0,0.2202
Stout - Milk / Sweet,8.0,1477,Stout,8,2018,6.0,0.3566
IPA - Red,9.5,81067,IPA,6,2015,4.0,0.2
Porter - English,5.2,233,Porter,7,2020,6.0,0.2314
Mead - Braggot,15.6,269,Mead,4,2014,3.0,0.2055
Brown Ale - Other,5.0,416,Brown Ale,4,2016,5.0,0.183
Lager - Pale,6.2,155,Lager,2,2018,6.0,0.2291
IPA - Imperial / Double,9.0,2332,IPA,1,2017,1.0,0.3968
Traditional Ale,4.3,262,Other,7,2020,2.0,0.356
Stout - Imperial / Double Pastry,13.5,391,Stout,5,2020,6.0,0.235
Specialty Grain,7.2,356,Other,11,2019,3.0,0.2588
Cider - Perry,5.0,502,Cider,12,2013,2.0,0.1949
Stout - Imperial / Double Coffee,14.0,3261,Stout,4,2017,6.0,0.2061
Scotch Ale / Wee Heavy,8.5,5700,Other,10,2013,6.0,0.2609
Ginger Beer,4.4,178,Other,4,2013,2.0,0.2319
Porter - Imperial / Double,11.2,1086,Porter,11,2019,6.0,0.227
Stout - Pastry,8.0,1887,Stout,4,2018,6.0,0.3172
Wheat Beer - Witbier,6.0,163,Wheat Beer,2,2018,5.0,0.2361
IPA - New England,7.2,4211,IPA,5,2019,1.0,0.3636
Bock - Single / Traditional,4.7,657,Bock,8,2016,2.0,0.2535
Wheat Beer - Witbier,4.5,185,Wheat Beer,7,2017,5.0,0.2616
Stout - Other,6.8,797,Stout,11,2016,6.0,0.3016
IPA - Imperial / Double Milkshake,8.1,1905,IPA,5,2019,6.0,0.2254
Dampfbier,5.1,252,Other,3,2015,5.0,0.251
IPA - Imperial / Double,8.5,280,IPA,8,2016,2.0,0.3576
IPA - Belgian,6.0,206,IPA,4,2017,2.0,0.2908
Lager - Helles,3.5,440,Lager,1,2012,5.0,0.2528
Winter Warmer,5.2,518,Other,9,2015,1.0,0.1921
Lager - Munich Dunkel,7.8,509,Lager,11,2017,4.0,0.2128
Wheat Beer - American Pale Wheat,4.4,505,Wheat Beer,11,2015,2.0,0.1929
Blonde Ale,4.2,28073,Other,12,2013,1.0,0.2492
Lager - Vienna,5.6,225,Lager,2,2020,5.0,0.2395
Strong Ale - Other,9.4,251,Strong Ale,6,2020,3.0,0.2022
Stout - Other,8.1,152,Stout,11,2014,2.0,0.2188
Sour - Fruited Gose,4.5,3566,Sour,4,2018,4.0,0.2273
Pale Ale - New England,4.5,438,Pale Ale,3,2019,1.0,0.2383
IPA - International,6.0,377,IPA,10,2018,2.0,0.335
Lager - Helles,4.5,170,Lager,5,2019,2.0,0.2621
IPA - Rye,6.0,310,IPA,2,2020,5.0,0.2113
Pilsner - Imperial / Double,7.5,917,Pilsner,11,2012,2.0,0.1929
Bock - Doppelbock,9.7,163,Bock,11,2019,3.0,0.2318
Mead - Traditional,6.7,8742,Mead,10,2012,3.0,0.2861
IPA - Rye,7.0,676,IPA,10,2018,4.0,0.216
Pale Ale - Belgian,5.2,237,Pale Ale,11,2020,5.0,0.2352
Dunkelweizen,4.4,331,Other,12,2018,4.0,0.3183
Farmhouse Ale - Saison,6.7,153,Farmhouse Ale,6,2018,3.0,0.2119
IPA - Session / India Session Ale,4.5,1013,IPA,11,2019,1.0,0.3988
Barleywine - English,13.4,6000,Barleywine,11,2011,3.0,0.2702
Sour - Gose,4.7,319,Sour,12,2011,2.0,0.3383
Pale Ale - New England,5.5,1151,Pale Ale,11,2020,1.0,0.371
Lager - Munich Dunkel,5.0,312,Lager,12,2019,5.0,0.1889
Pilsner - Other,4.5,175,Pilsner,3,2018,5.0,0.183
Belgian Dubbel,8.0,1014,Belgian,11,2010,6.0,0.2422
Stout - American,11.0,1211,Stout,3,2019,6.0,0.2786
English Mild Ale,4.4,394,Other,4,2017,2.0,0.2008
Farmhouse Ale - Saison,7.9,350,Farmhouse Ale,2,2018,5.0,0.1852
Porter - Baltic,7.5,1024,Porter,4,2013,6.0,0.2086
IPA - New England,4.0,927,IPA,3,2020,1.0,0.4159
Kombucha,6.0,229,Other,8,2019,3.0,0.2077
Farmhouse Ale - Saison,10.5,1040,Farmhouse Ale,10,2017,3.0,0.1879
Lager - American Light,4.2,1122,Lager,3,2010,5.0,0.2861
Cider - Graff,9.0,327,Cider,11,2019,3.0,0.2436
Red Ale - American Amber / Red,4.5,515,Red Ale,9,2013,4.0,0.281
Porter - Imperial / Double,9.0,4743,Porter,10,2011,3.0,0.2639
Stout - Imperial / Double,9.4,2071,Stout,11,2019,6.0,0.3438
Pilsner - German,5.6,1343,Pilsner,6,2018,5.0,0.1926
Lager - Dortmunder / Export,5.5,258,Lager,5,2019,5.0,0.2123
Lager - IPL (India Pale Lager),8.5,1217,Lager,9,2017,1.0,0.2879
Old Ale,6.0,285,Other,11,2017,5.0,0.1929
Pale Ale - Australian,4.5,882,Pale Ale,8,2020,5.0,0.2312
Sour - Gose,9.0,329,Sour,11,2019,3.0,0.21
Mead - Braggot,13.0,220,Mead,5,2019,3.0,0.2865
Pilsner - Czech,4.4,708,Pilsner,2,2018,5.0,0.2557
Mead - Metheglin,14.0,366,Mead,11,2019,3.0,0.2751
Red Ale - Irish,5.5,539,Red Ale,7,2015,4.0,0.2484
Lager - American,4.7,1780,Lager,4,2019,5.0,0.2167
Red Ale - American Amber / Red,5.75,299,Red Ale,9,2016,6.0,0.2262
IPA - Imperial / Double,8.0,462,IPA,3,2020,1.0,0.1996
Mead - Braggot,10.0,216,Mead,1,2019,3.0,0.3016
Pale Ale - Australian,5.8,170,Pale Ale,10,2019,1.0,0.2424
Farmhouse Ale - Sahti,8.5,192,Farmhouse Ale,1,2016,5.0,0.27
Kristallweizen,4.5,179,Other,12,2018,5.0,0.4059
IPA - Brut,6.5,203,IPA,6,2018,5.0,0.1997
Mead - Other,16.9,778,Mead,6,2011,3.0,0.3157
Pumpkin / Yam Beer,8.0,376,Other,11,2019,6.0,0.183
Stout - White,6.6,478,Stout,1,2019,6.0,0.2653
Roggenbier,5.8,192,Other,7,2017,5.0,0.3021
Pale Ale - Australian,4.2,414,Pale Ale,9,2017,1.0,0.2879
Mead - Melomel,13.0,1951,Mead,4,2016,6.0,0.2294
Cider - Herbed / Spiced / Hopped,4.0,155,Cider,11,2012,3.0,0.2579
Kristallweizen,5.2,2227,Other,9,2015,5.0,0.2099
Porter - English,7.2,309,Porter,11,2019,6.0,0.2487
Golden Ale,6.5,232,Other,1,2014,4.0,0.2261
Barleywine - American,12.7,3553,Barleywine,2,2015,4.0,0.2898
Belgian Tripel,9.8,1589,Belgian,5,2014,6.0,0.2299
Lager - IPL (India Pale Lager),4.7,177,Lager,3,2020,2.0,0.2582
Stout - Other,7.4,8486,Stout,4,2013,4.0,0.273
Fruit Beer,6.8,623,Other,5,2020,6.0,0.1973
Rye Beer,4.5,2217,Other,3,2012,4.0,0.2838
Pale Ale - American,5.0,946,Pale Ale,9,2020,1.0,0.2667
Red Ale - American Amber / Red,8.0,693,Red Ale,4,2016,2.0,0.327
Mead - Other,5.5,280,Mead,6,2014,4.0,0.2469
Bock - Weizenbock,10.1,843,Bock,2,2017,4.0,0.195
Strong Ale - English,10.5,1589,Strong Ale,2,2011,3.0,0.2521
Lager - Euro Pale,4.8,1627,Lager,1,2019,2.0,0.195
Scotch Ale / Wee Heavy,7.5,184,Other,10,2014,2.0,0.396
Lager - Amber,4.5,1556,Lager,11,2016,5.0,0.2917
Cider - Dry,6.0,221,Cider,4,2019,2.0,0.1838
Stout - Russian Imperial,12.0,2701,Stout,5,2017,6.0,0.3131
Mead - Metheglin,15.3,584,Mead,7,2012,3.0,0.2086
IPA - New England,6.0,152,IPA,7,2019,1.0,0.3795
Lager - Pale,5.0,592,Lager,1,2012,5.0,0.2927
Sour - Gose,5.0,214,Sour,3,2020,2.0,0.1902
Porter - Imperial / Double,11.5,18922,Porter,11,2015,6.0,0.2814
IPA - Milkshake,7.2,1228,IPA,12,2019,2.0,0.2542
Scotch Ale / Wee Heavy,7.5,344,Other,2,2013,3.0,0.1907
Rye Beer,5.8,378,Other,1,2020,3.0,0.2056
Sour - Gose,5.5,432,Sour,8,2020,4.0,0.2438
Porter - Imperial / Double Coffee,10.0,185,Porter,5,2020,6.0,0.232
Stout - Irish Dry,5.9,693,Stout,5,2019,6.0,0.209
Märzen,4.5,278,Other,3,2014,4.0,0.2708
Stout - Pastry,7.0,1409,Stout,10,2018,6.0,0.3433
IPA - International,7.0,989,IPA,6,2018,1.0,0.3304
Malt Beer,5.5,180,Other,12,2019,6.0,0.1845
Brown Ale - Belgian,7.0,240,Brown Ale,1,2016,3.0,0.1987
IPA - International,6.0,656,IPA,12,2019,2.0,0.2844
Sour - Fruited Berliner Weisse,3.8,272,Sour,4,2019,3.0,0.2106
IPA - Red,8.0,1128,IPA,11,2019,1.0,0.2389
IPA - Session / India Session Ale,5.0,163,IPA,8,2016,1.0,0.1743
Dark Ale,4.3,718,Other,6,2019,6.0,0.2519
Stout - Imperial / Double Pastry,15.6,1026,Stout,11,2020,3.0,0.292
Stout - Imperial / Double,9.1,2885,Stout,11,2019,6.0,0.3794
Lager - Helles,4.7,339,Lager,11,2017,3.0,0.1765
Hard Seltzer,4.8,200,Other,1,2020,1.0,0.2124
IPA - Belgian,6.5,504,IPA,5,2016,1.0,0.2175
Märzen,6.0,402,Other,10,2015,3.0,0.1795
IPA - Milkshake,5.0,408,IPA,11,2017,2.0,0.2133
IPA - Belgian,9.0,4404,IPA,5,2014,1.0,0.2705
Belgian Tripel,5.5,177,Belgian,4,2017,3.0,0.2206
Winter Warmer,8.5,4802,Other,10,2017,4.0,0.2207
Honey Beer,5.0,164,Other,4,2012,4.0,0.2437
IPA - American,6.7,585,IPA,1,2012,1.0,0.2807
IPA - White,7.0,2154,IPA,1,2019,1.0,0.2284
Cider - Herbed / Spiced / Hopped,4.0,150,Cider,7,2014,5.0,0.2085
Stout - Foreign / Export,6.1,220,Stout,12,2018,3.0,0.1988
